name,country,color,sugar,volume,manufacturer,region,grape,year,price

Amarone della Valpolicella Valpantena,Италия,красное,полусухое,0.75 л.,Bertani,Венето,корвина веронезе 80%&рондинелла 20%,2021 г.,11 490

Amarone della Valpolicella Valpantena,Италия,красное,полусухое,0.75 л.,Bertani,Венето,корвина веронезе 80%&рондинелла 20%,2019 г.,11 490

Amarone della Valpolicella Valpantena,Италия,красное,полусухое,0.75 л.,Bertani,Венето,корвина веронезе 80%&рондинелла 20%,2020 г.,11 490

Riesling Marienburg Grosses Gewachs,Германия,белое,полусухое,0.75 л.,Clemens Busch,Мозель,рислинг 100%,2022 г.,10 490

Muskateller,Австрия,белое,полусухое,0.75 л.,Nastl,Нижняя Австрия,мускат 100%,2021 г.,3 490

Green Soul Riesling Organic,Германия,белое,полусухое,0.75 л.,Weinkellerei Hechtsheim,Рейнгессен,рислинг 100%,2023 г.,1 590

Bourgogne Pinot Noir,Франция,красное,сухое,0.75 л.,Domaine Michel Lafarge,Бургундия,пино нуар 100%,2020 г.,8 290

Kurni,Италия,красное,полусладкое,0.75 л.,Oasi degli Angeli,Марке,монтепульчано 100%,2021 г.,23 490

Cahors Petit Clos,Франция,красное,сухое,0.75 л.,Clos Triguedina,Юго-Запад,мальбек 85%&мерло 15%,2020 г.,4 490

Barrica Art Collection,Испания,красное,сухое,0.75 л.,Gurpegui,Эстремадура,темпранильо,2021 г.,1 390

Takun Carmenere Reserva,Чили,красное,сухое,0.75 л.,Caliterra,Центральная Долина,карменер,2022 г.,1 490

Riesling Marienburg Spatlese,Германия,белое,сладкое,0.75 л.,Clemens Busch,Мозель,рислинг 100%,2022 г.,7 790

Moulin-a-Vent,Франция,красное,сухое,0.75 л.,Domaine Jules Desjourneys,Бургундия,гаме 100%,2014 г.,14 490

Bourgogne Chardonnay Les Chataigners,Франция,белое,сухое,0.75 л.,Domaine Hubert Lamy,Бургундия,шардоне 100%,2020 г.,11 990

Riesling Vom Roten Schiefer,Германия,белое,полусухое,0.75 л.,Clemens Busch,Мозель,рислинг 100%,2022 г.,5 690

Chateau Fourcas Hosten,Франция,красное,сухое,0.75 л.,Chateau Fourcas Hosten,Бордо,каберне совиньон 50%&мерло 48%&пти вердо 1%&каберне фран 1%,2019 г.,4 490

Fontegaia Montepulciano D'Abruzzo,Италия,красное,сухое,0.75 л.,San Marco,Абруццо,монтепульчано 100%,2022 г.,1 390

VR Via Romana Barrica,Испания,красное,сухое,0.75 л.,Vinigalicia,Галисия,менсия 100%,2018 г.,4 690

Kisi Qvevri,Грузия,белое,сухое,0.75 л.,Giuaani,Кахетия,киси 100%,2019 г.,2 990

Viura Art Collection,Испания,белое,сухое,0.75 л.,Gurpegui,Эстремадура,виура 100%,2021 г.,1 290

Chianti Riserva,Италия,красное,сухое,0.75 л.,Melini,Тоскана,санджовезе&канайоло неро&колорино,2019 г.,1 690

Chateau Corbin,Франция,красное,сухое,0.75 л.,Chateau Corbin,Бордо,мерло&каберне фран&каберне совиньон,2012 г.,5 690

Bolgheri Rosso,Италия,красное,сухое,0.75 л.,Le Macchiole,Тоскана,мерло&шираз&каберне фран&каберне совиньон,2021 г.,5 990

Selection des Chateaux de Bordeaux Rouge,Франция,красное,сухое,0.75 л.,Les Celliers Jean d'Alibert,Бордо,мерло&каберне совиньон,,1 590

Volnay,Франция,красное,сухое,0.75 л.,Domaine Michel Lafarge,Бургундия,пино нуар 100%,2020 г.,15 990

Chablis Premier Cru Montmains,Франция,белое,сухое,0.75 л.,William Fevre,Бургундия,шардоне 100%,2020 г.,14 490

Gran Moraine Pinot Noir,Соединенные Штаты Америки,красное,сухое,0.75 л.,Beaux Freres,Орегон,пино нуар 100%,2016 г.,34 990

Hilandar St. Sava`s Field ,Греция,красное,полусухое,0.75 л.,Hilandar,Македония,мерло 50%&каберне фран 25%&каберне совиньон 25%,2011 г.,6 290

Chateau Lagrange,Франция,красное,сухое,0.75 л.,Chateau Lagrange,Бордо,каберне совиньон 46%&мерло 45%&пти вердо 9%,2005 г.,31 490

Chateau Lagrange,Франция,красное,сухое,0.75 л.,Chateau Lagrange,Бордо,каберне совиньон 62%&мерло 32%&пти вердо 6%,2011 г.,14 490

Rosso di Montalcino,Италия,красное,сухое,0.75 л.,Pian dell'Orino,Тоскана,санджовезе 100%,2018 г.,14 990

Dry Riesling,Соединенные Штаты Америки,белое,полусухое,0.75 л.,Pacific Rim Winemakers,Вашингтон,рислинг 100%,2020 г.,3 490

Emilio Moro в подарочной упаковке,Испания,красное,сухое,1.5 л.,Emilio Moro,Кастилия и Леон,тинто фино 100%,2020 г.,13 990

Classic,Франция,белое,сухое,0.375 л.,Domaine Tariquet,Юго-Запад,уньи блан 45%&коломбар 35%&совиньон блан 10%&гро мансан 10%,2022 г.,1 390

Cote-Rotie La Mouline,Франция,красное,сухое,0.75 л.,Guigal,Долина Роны,сира 89%&вионье 11%,2018 г.,99 990

Cote-Rotie La Mouline,Франция,красное,сухое,0.75 л.,Guigal,Долина Роны,сира 89%&вионье 11%,2017 г.,99 990

Pommard Premier Cru Clos des Poutures,Франция,красное,сухое,0.75 л.,Armand Heitz,Бургундия,пино нуар 100%,2021 г.,27 490

Chiroubles,Франция,красное,сухое,0.75 л.,Domaine Lafarge Vial,Бургундия,гаме 100%,2019 г.,8 290

Mille e Una Notte в подарочной упаковке,Италия,красное,сухое,0.75 л.,Donnafugata,Сицилия,неро д авола&пти вердо&сира,2019 г.,18 490

Tre Passo Bianco,Италия,белое,полусухое,0.75 л.,фиано,Cielo,шардоне,2022 г.,1 840

Barolo Gavarini Vigna Chiniera в подарочной упаковке,Италия,красное,сухое,1.5 л.,Elio Grasso,Пьемонт,неббиоло 100%,2011 г.,59 990

Puligny-Montrachet Les Tremblots,Франция,белое,сухое,1.5 л.,Domaine Hubert Lamy,Бургундия,шардоне 100%,2020 г.,69 990

Rawson's Retreat Semillon Chardonnay,Австралия,белое,полусухое,0.75 л.,Rawson's Retreat,Юго-Восточная Австралия,семильон&шардоне,2020 г.,1 990

Piane Colline Novaresi,Италия,красное,сухое,0.75 л.,Le Piane,Пьемонт,кроатина&неббиоло&весполина,2017 г.,11 490

Piane Colline Novaresi,Италия,красное,сухое,0.75 л.,Le Piane,Пьемонт,кроатина&неббиоло&весполина,2006 г.,11 490

Barbera d’Alba Superiore Donna Elena,Италия,красное,сухое,0.75 л.,Cascina delle Rose,Пьемонт,барбера 100%,2020 г.,8 490

Pinot Gris Reserve Personnelle,Франция,белое,полусухое,0.75 л.,Trimbach,Эльзас,пино гри 100%,2017 г.,9 990

Chateau Potensac,Франция,красное,сухое,1.5 л.,Chateau Potensac,Бордо,мерло 45%&каберне совиньон 45%&каберне фран 10%,2007 г.,12 490

Arkuri Rose,Армения,розовое,сухое,0.75 л.,NOA,Вайоц Дзор,арени 100%,2021 г.,2 190

Gavi dei Gavi (Etichetta Nera) в подарочной упаковке,Италия,белое,сухое,3 л.,La Scolca,Пьемонт,кортезе 100%,2022 г.,34 990

Corton les Renardes Grand Cru,Франция,красное,сухое,0.75 л.,Simon Bize & Fils,Бургундия,пино нуар 100%,2014 г.,39 990

Boca,Италия,красное,сухое,0.75 л.,Le Piane,Пьемонт,неббиоло&весполина,2017 г.,16 490

Boca,Италия,красное,сухое,0.75 л.,Le Piane,Пьемонт,неббиоло&весполина,2016 г.,14 990

Laurenc,Италия,красное,сухое,0.75 л.,Pranzegg,Трентино-Альто Адидже,лагрейн 100%,2018 г.,9 490

Barolo Falletto,Италия,красное,сухое,0.75 л.,Bruno Giacosa,Пьемонт,неббиоло 100%,2019 г.,62 490

Chardonnay Alpine Vineyard,Соединенные Штаты Америки,белое,сухое,0.75 л.,Rhys Vineyards,Калифорния,шардоне,2016 г.,28 490

Barolo Brunate,Италия,красное,сухое,0.75 л.,Vietti,Пьемонт,неббиоло 100%,2019 г.,52 490

Burn Cottage Pinot Noir,Новая Зеландия,красное,сухое,0.75 л.,Burn Cottage,Центральное Отаго,пино нуар 100%,2018 г.,12 490

Volnay Premier Cru Clos des Chenes,Франция,красное,сухое,0.75 л.,Domaine Antonin Guyon,Бургундия,пино нуар 100%,2020 г.,22 490

Chenin Blanc,Южная Африка,белое,сухое,0.75 л.,Spice Route,Свортленд,шенен блан 100%,2023 г.,2 490

Tini Sangiovese di Romagna,Италия,красное,полусухое,0.75 л.,Caviro,Эмилия-Романья,санджовезе 100%,2021 г.,1 040

Saint-Romain Rouge,Франция,красное,сухое,0.75 л.,Domaine Alain Gras,Бургундия,пино нуар 100%,2021 г.,9 990

Volnay Premier Cru Les Caillerets,Франция,красное,сухое,0.75 л.,Domaine Jean-Marc & Thomas Bouley,Бургундия,пино нуар 100%,2020 г.,42 490

Volnay Premier Cru Les Caillerets,Франция,красное,сухое,0.75 л.,Domaine Jean-Marc & Thomas Bouley,Бургундия,пино нуар 100%,2017 г.,29 990

Bourgogne,Франция,белое,сухое,0.75 л.,Leroy,Бургундия,шардоне 100%,2017 г.,34 990

Pinero,Италия,красное,сухое,0.75 л.,Ca'Del Bosco,Ломбардия,пино неро 100%,2019 г.,19 990

Burn Cottage Moonlight Race Pinot Noir,Новая Зеландия,красное,сухое,0.75 л.,Burn Cottage,Центральное Отаго,пино нуар 100%,2019 г.,8 990

Finca el Encinal Crianza,Испания,красное,сухое,0.75 л.,Bodegas Valparaiso,Кастилия и Леон,тинто фино 100%,2019 г.,2 990

Rosso del Bepi,Италия,красное,сухое,0.75 л.,Giuseppe Quintarelli,Венето,корвина веронезе&корвиноне&рондинелла&каберне совиньон&неббиоло&кроатина&санджовезе,2014 г.,37 490

Le Cabernet Franc,Франция,красное,сухое,0.75 л.,Catherine & Pierre Breton,Долина Луары,каберне фран 100%,2021 г.,5 990

Bourgogne Blanc Les Ravry,Франция,белое,сухое,0.75 л.,Domaine Pierre Damoy,Бургундия,шардоне 100%,2017 г.,12 490

Chambolle Musigny Premier Cru Les Hauts Doix,Франция,красное,сухое,0.75 л.,Domaine Gerard Peirazeau & Fils,Бургундия,пино нуар 100%,2020 г.,34 990

Chambolle Musigny Premier Cru Les Hauts Doix,Франция,красное,сухое,0.75 л.,Domaine Gerard Peirazeau & Fils,Бургундия,пино нуар 100%,2019 г.,34 990

Chambolle Musigny Premier Cru Les Hauts Doix,Франция,красное,сухое,0.75 л.,Domaine Gerard Peirazeau & Fils,Бургундия,пино нуар 100%,2021 г.,41 490

Dolcetto d'Alba A Elizabeth,Италия,красное,сухое,0.75 л.,Cascina delle Rose,Пьемонт,дольчетто 100%,2022 г.,5 240

Fontegaia Chianti,Италия,красное,сухое,0.75 л.,San Marco,Тоскана,санджовезе,2022 г.,1 490

Meursault Blanc,Франция,белое,сухое,0.75 л.,Domaine Thierry et Pascale Matrot,Бургундия,шардоне 100%,2018 г.,15 490

Gewurztraminer Vendanges Tardives,Франция,белое,сладкое,0.75 л.,Trimbach,Эльзас,гевюрцтраминер 100%,2017 г.,14 990

Marques de Riscal Reserva,Испания,красное,сухое,0.75 л.,Marques de Riscal,Риоха,темпранильо&грасиано,2019 г.,4 990

Sante Rive Valpolicella,Италия,красное,сухое,0.75 л.,Cielo,Венето,корвина веронезе&рондинелла&молинара,2021 г.,1 740
